"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Receive Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Inst Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"104","004TC44_0504-submiterror2520240401","TC44_0504-submiterror25","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****25","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"105","004TC44_0504-submiterror2620240401","TC44_0504-submiterror26","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****26","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"106","004TC44_0504-submiterror2720240401","TC44_0504-submiterror27","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****27","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"107","004TC44_0504-submiterror2820240401","TC44_0504-submiterror28","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****28","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"108","004TC44_0504-submiterror2920240401","TC44_0504-submiterror29","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****29","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"109","004TC44_0504-submiterror320240401","TC44_0504-submiterror3","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k3","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"110","004TC44_0504-submiterror3020240401","TC44_0504-submiterror30","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****30","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"111","004TC44_0504-submiterror3120240401","TC44_0504-submiterror31","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****31","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"112","004TC44_0504-submiterror3220240401","TC44_0504-submiterror32","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****32","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"113","004TC44_0504-submiterror3320240401","TC44_0504-submiterror33","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****33","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"114","004TC44_0504-submiterror3420240401","TC44_0504-submiterror34","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****34","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"115","004TC44_0504-submiterror420240401","TC44_0504-submiterror4","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k4","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"116","004TC44_0504-submiterror520240401","TC44_0504-submiterror5","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k5","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"117","004TC44_0504-submiterror620240401","TC44_0504-submiterror6","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k6","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"118","004TC44_0504-submiterror720240401","TC44_0504-submiterror7","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k7","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"119","004TC44_0504-submiterror820240401","TC44_0504-submiterror8","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k8","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"120","004TC44_0504-submiterror920240401","TC44_0504-submiterror9","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****k9","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"121","0060000TC6_relate3_250420240401","TC6_relate3_2504","2024-04-25","Completed","E","6","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","100000.00","2","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","12*****21","ผู*****ัย","กร*****่า","อา***** 9","","ชั้น 1, 22-27","","เล*****9 ","","","","พระราม9","ห้วยขวาง","ห้วยขวาง","กรุงเทพ","10310","TH","","","new_entry","2024-04-30","2024-04-25","","14831","P090003455126","82296704251227026355","0105556078229","101246997132262","2024-05-10","67100297372","2024-04-25"
"122","004TC98_0504-submiterror120240401","TC98_0504-submiterror1","2024-04-05","Submit Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","00*****00","Ch*****k1","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8985","","","","","","",""
"123","006000000000000000000ฟฟ20240601","ฟฟ","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24117","P090003483203","","0105556078229","051307144126822","2024-07-05","",""
"124","0060000000000000000abcd20240601","abcd","2024-06-20","Submitted","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","","","24370","","","","","","",""
"125","006000000000000000agsfd20240601","agsfd","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24113","P090003483199","","0105556078229","051307143327472","2024-07-05","",""
"126","00600000000000000asddsa20240601","asddsa","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24116","P090003483202","","0105556078229","051307143931012","2024-07-05","",""
"127","0060000000000000000asfd20240601","asfd","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24115","P090003483201","","0105556078229","051307143729832","2024-07-05","",""
"128","00600000000000000asffds20240601","asffds","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24114","P090003483200","","0105556078229","051307143528652","2024-07-05","",""
"129","00600000000000000000sss20240601","sss","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24118","P090003483204","","0105556078229","051307144328002","2024-07-05","",""
"130","0060000000000000000sssf20240601","sssf","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24112","P090003483158","","0105556078229","051307142930482","2024-07-05","",""
"131","001TC1-Accounting-2024-21-2320240601","TC1-Accounting-2024-21-23","2024-06-23","Completed","Non-E","1","2024-06-21","2025-06-19","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","2024-06-24","","21489","P090003483010","82296706241219059419","0105556078229","241307136028532","2024-07-24","67100300525","2024-06-24"
"132","001TC1-Default-2024-21-2320240601","TC1-Default-2024-21-23","2024-06-23","Paid","Non-E","1","2024-06-21","2025-06-19","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","2024-06-24","","21499","P090003483009","","0105556078229","241307135832722","2024-07-24","",""
"133","001TC1-Default-2024-21-24-120240601","TC1-Default-2024-21-24-1","2024-06-24","Payment","Non-E","1","2024-06-24","2025-06-14","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","2024-06-24","","21817","P090003483028","","0105556078229","241307137733192","2024-07-24","",""
"134","001TC1-Default-2024-21-24-220240601","TC1-Default-2024-21-24-2","2024-06-24","Preparing","Non-E","1","2024-06-24","2025-06-14","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","","","22020","","","","","","",""
"135","001TC1-Default-2024-21-24-320240601","TC1-Default-2024-21-24-3","2024-06-24","Preparing","Non-E","1","2024-06-24","2025-06-14","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","","","22716","","","","","","",""
"136","001TC1-Default-2024-21-2520240601","TC1-Default-2024-21-25","2024-06-25","Preparing","Non-E","1","2024-06-25","2025-06-14","2024-06-25","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-30","","","23877","","","","","","",""
"137","005TC5_UAT_GDM_sFTP-250620240601","TC5_UAT_GDM_sFTP-2506","2024-06-25","Completed","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24119","P090003483285","82296706251221050330","0105556078229","101307147328102","2024-07-10","67100300539","2024-06-25"
"138","005TC5_UAT_GDM_sFTP-2506-220240601","TC5_UAT_GDM_sFTP-2506-2","2024-06-25","Paid","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24147","P090003484839","","0105556078229","101307149932702","2024-07-10","",""
"139","005TC5_UAT_GDM_sFTP-2506-320240601","TC5_UAT_GDM_sFTP-2506-3","2024-06-25","Completed","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24148","P090003490953","82296706251223050336","0105556078229","101307151425942","2024-07-10","67100300594","2024-06-25"
"140","005TC5_UAT_GDM_sFTP-2506-420240601","TC5_UAT_GDM_sFTP-2506-4","2024-06-25","Submitted","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","","","24290","","","","","","",""
"141","005TC5_UAT_GDM_sFTP-2506-520240601","TC5_UAT_GDM_sFTP-2506-5","2024-06-25","Paid","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24383","P090003491154","","0105556078229","101307158932602","2024-07-10","",""
"142","008000000000000TC8-050420240401","TC8-0504","2024-04-05","Completed","E","8","2024-08-22","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","","1","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-10","2024-04-05","","9299","P090003400707","82296704051288003585","0105556078229","221236825932742","2024-04-22","67100295871","2024-04-05"
"143","01300000000000Auto60_1320240401","Auto60_13","2024-04-16","Payment","Non-E","13","2024-12-31","2025-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****0_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-21","2024-04-17","","11594","P090003410354","","0105556078229","011246949636232","2024-05-01","",""
"144","01300000000000Auto70_1320240601","Auto70_13","2024-06-16","Payment","Non-E","13","2024-12-31","2025-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****0_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-24","","22036","P090003483083","","0105556078229","011307140124652","2024-07-01","",""
"145","01300000000000Auto71_1320240601","Auto71_13","2024-06-16","Payment","Non-E","13","2024-12-31","2025-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24376","P090003491149","","0105556078229","011307157933512","2024-07-01","",""
"146","004GeStamp_TC4-FPT_2105-GKS20240501","GeStamp_TC4-FPT_2105-GKS","2024-05-21","Payment","E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","35*****17","สม**","","","","","","","","","","","","เมือง","กทม","","TH","","","new_entry","2024-05-26","2024-05-21","","15419","P090003478165","","0105556078229","051277084030132","2024-06-05","",""
"147","005TC5_DEV_2606-Submitted-120240601","TC5_DEV_2606-Submitted-1","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","86000.00","","43.00","0.00","43.00","0.00","0.00","0.00","0.00","43.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491768","","0105556078229","111307178740182","2024-07-11","",""
"148","005TC5_DEV_2606-Submitted-1020240601","TC5_DEV_2606-Submitted-10","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","608800.00","","305.00","0.00","305.00","0.00","0.00","0.00","0.00","305.00","0105556078229","01*****73","ปั*****10","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491777","","0105556078229","111307178740182","2024-07-11","",""
"149","005TC5_DEV_2606-Submitted-1120240601","TC5_DEV_2606-Submitted-11","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","686000.00","","343.00","0.00","343.00","0.00","0.00","0.00","0.00","343.00","0105556078229","01*****73","ปั*****11","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491778","","0105556078229","111307178740182","2024-07-11","",""
"150","005TC5_DEV_2606-Submitted-1220240601","TC5_DEV_2606-Submitted-12","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","763200.00","","382.00","0.00","382.00","0.00","0.00","0.00","0.00","382.00","0105556078229","01*****73","ปั*****12","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491779","","0105556078229","111307178740182","2024-07-11","",""
"151","005TC5_DEV_2606-Submitted-1320240601","TC5_DEV_2606-Submitted-13","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","840400.00","","421.00","0.00","421.00","0.00","0.00","0.00","0.00","421.00","0105556078229","01*****73","ปั*****13","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491780","","0105556078229","111307178740182","2024-07-11","",""
"152","005TC5_DEV_2606-Submitted-1420240601","TC5_DEV_2606-Submitted-14","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","917600.00","","459.00","0.00","459.00","0.00","0.00","0.00","0.00","459.00","0105556078229","01*****73","ปั*****14","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491781","","0105556078229","111307178740182","2024-07-11","",""
"153","005TC5_DEV_2606-Submitted-1520240601","TC5_DEV_2606-Submitted-15","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","994800.00","","498.00","0.00","498.00","0.00","0.00","0.00","0.00","498.00","0105556078229","01*****73","ปั*****15","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491782","","0105556078229","111307178740182","2024-07-11","",""
"154","005TC5_DEV_2606-Submitted-1620240601","TC5_DEV_2606-Submitted-16","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1072000.00","","536.00","0.00","536.00","0.00","0.00","0.00","0.00","536.00","0105556078229","01*****73","ปั*****16","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491783","","0105556078229","111307178740182","2024-07-11","",""
"155","005TC5_DEV_2606-Submitted-1720240601","TC5_DEV_2606-Submitted-17","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1149200.00","","575.00","0.00","575.00","0.00","0.00","0.00","0.00","575.00","0105556078229","01*****73","ปั*****17","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491784","","0105556078229","111307178740182","2024-07-11","",""
"156","005TC5_DEV_2606-Submitted-1820240601","TC5_DEV_2606-Submitted-18","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1226400.00","","614.00","0.00","614.00","0.00","0.00","0.00","0.00","614.00","0105556078229","01*****73","ปั*****18","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491785","","0105556078229","111307178740182","2024-07-11","",""
"157","005TC5_DEV_2606-Submitted-1920240601","TC5_DEV_2606-Submitted-19","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1303600.00","","652.00","0.00","652.00","0.00","0.00","0.00","0.00","652.00","0105556078229","01*****73","ปั*****19","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491786","","0105556078229","111307178740182","2024-07-11","",""
