"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Import Contract Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Contract Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Period Submit","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"142","003TC3_TS3-4999_increase_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","0.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","24674","P090001944667","","0105556078229","261066282529272","2023-10-26","",""
"143","003TC3_TS3-4999_increase_up20231002","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","0.00","12000.00","2","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25786","P090001947295","","0105556078229","311066297939612","2023-10-31","",""
"144","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS4-4999_additional_up","2023-10-01","1.00","1500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24559","P090001944105","","0105556078229","241066267933042","2023-10-24","",""
"145","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS4-4999_additional_up20231001","TC3_TS4-4999_additional_up","2023-10-09","0.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24675","P090001944668","","0105556078229","261066282730452","2023-10-26","",""
"146","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","2","0","0","003TC3_TS4-4999_additional_up20231001","TC3_TS4-4999_additional_up","2023-10-09","0.00","3500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25787","P090001947296","82296610180130962228","0105556078229","311066298129742","2023-10-31","",""
"147","003TC3_TS5-49499_increase_up20231000","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","2.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24560","P090001944106","","0105556078229","241066268128852","2023-10-24","",""
"148","003TC3_TS5-49499_increase_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","3.00","8500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24676","P090001944669","","0105556078229","301066282932082","2023-10-30","",""
"149","003TC3_TS5-49499_increase_up20231002","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","0.00","9500.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25788","P090001947297","","0105556078229","311066298330922","2023-10-31","",""
"150","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS6-49499_additional_up20231001","TC3_TS6-49499_additional_up","2023-10-09","3.00","8500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24677","P090001944670","","0105556078229","301066283127892","2023-10-30","",""
"151","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","2","0","0","003TC3_TS6-49499_additional_up20231001","TC3_TS6-49499_additional_up","2023-10-09","0.00","9500.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25789","P090001947298","","0105556078229","311066298532102","2023-10-31","",""
"152","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS6-49499_additional_up","2023-10-01","2.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24561","P090001944107","","0105556078229","241066268330032","2023-10-24","",""
"153","00400000000TC4-6463327520231001","","","Completed","E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","20000.00","","20.00","0.00","20.00","0.00","0.00","","","20.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19881","P090001943052","","0105556078229","191066226127602","2023-10-19","",""
"154","004TC4_TS11-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS11-949_Hybrid_up20231001","TC4_TS11-949_Hybrid_up","2023-10-11","2.00","15800.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24684","P090001944677","","0105556078229","311066284532392","2023-10-31","",""
"155","004TC4_TS11-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24567","P090001944268","","0105556078229","261066269940182","2023-10-26","",""
"156","004TC4_TS12-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24567","P090001944269","","0105556078229","261066269940182","2023-10-26","",""
"157","004TC4_TS12-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","004TC4_TS12-949_Hybrid_up20231001","TC4_TS12-949_Hybrid_up","2023-10-11","2.00","15800.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24685","P090001944678","","0105556078229","311066284733572","2023-10-31","",""
"158","004TC4_TS14-44949_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS14-44949_additional_up","2023-10-01","5.00","9000.00","","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24568","P090001944270","","0105556078229","261066270127552","2023-10-26","",""
"159","004TC4_TS14-44949_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS14-44949_additional_up20231001","TC4_TS14-44949_additional_up","2023-10-11","5.00","20000.00","","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24686","P090001944679","","0105556078229","311066284935462","2023-10-31","",""
"160","004TC4_TS3-4999_increase_up20231000","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","1.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24563","P090001944110","","0105556078229","241066268732392","2023-10-24","",""
"161","004TC4_TS3-4999_increase_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","0.00","4000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","24680","P090001944673","","0105556078229","261066283731692","2023-10-26","",""
"162","004TC4_TS3-4999_increase_up20231002","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","0.00","7000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25790","P090001947299","","0105556078229","311066298734702","2023-10-31","",""
"163","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","2","0","0","004TC4_TS4-4999_additional_up20231001","TC4_TS4-4999_additional_up","2023-10-09","0.00","7000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25791","P090001947300","","0105556078229","311066298935882","2023-10-31","",""
"164","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS4-4999_additional_up","2023-10-01","1.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24564","P090001944111","","0105556078229","241066268933572","2023-10-24","",""
"165","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS4-4999_additional_up20231001","TC4_TS4-4999_additional_up","2023-10-09","0.00","4000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24681","P090001944674","","0105556078229","261066283932872","2023-10-26","",""
"166","004TC4_TS5-49499_increase_up20231000","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","10.00","13300.00","","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24565","P090001944112","","0105556078229","241066269131512","2023-10-24","",""
"167","004TC4_TS5-49499_increase_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","7.00","22500.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24682","P090001944675","","0105556078229","301066284127712","2023-10-30","",""
"168","004TC4_TS5-49499_increase_up20231002","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","0.00","29900.00","","7.00","0.00","7.00","0.00","0.00","","","7.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25792","P090001947301","","0105556078229","311066299134532","2023-10-31","",""
"169","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","2","0","0","004TC4_TS6-49499_additional_up20231001","TC4_TS6-49499_additional_up","2023-10-09","0.00","29900.00","","7.00","0.00","7.00","0.00","0.00","","","7.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25793","P090001947302","","0105556078229","311066299335712","2023-10-31","",""
"170","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS6-49499_additional_up","2023-10-01","10.00","13300.00","","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24566","P090001944176","","0105556078229","241066269533872","2023-10-24","",""
"171","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS6-49499_additional_up20231001","TC4_TS6-49499_additional_up","2023-10-09","7.00","22500.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24683","P090001944676","","0105556078229","301066284328892","2023-10-30","",""
"172","00500000000TC5-6463327520231001","","","Completed","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-06","","","20552","P090001943053","","0105556078229","201066226326492","2023-10-20","",""
"173","00600000000TC6-6463327520231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","2","20.00","0.00","20.00","0.00","0.00","","","20.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","21545","P090001943062","","0105556078229","241066228127882","2023-10-24","",""
"174","0060TC6_TS10-494_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS10-494_Hybrid","2023-04-21","3.00","9900.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24710","P090001944687","","0105556078229","301066286531132","2023-10-30","",""
"175","0060TC6_TS11-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","0060TC6_TS11-949_Hybrid20231001","TC6_TS11-949_Hybrid","2023-10-13","1.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","24813","P090001947303","","0105556078229","011066399533952","2023-11-01","",""
"176","0060TC6_TS11-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1500.00","1","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","24811","P090001944688","","0105556078229","301066286733042","2023-10-30","",""
"177","0060TC6_TS12-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1500.00","1","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","24811","P090001944689","","0105556078229","301066286733042","2023-10-30","",""
"178","0060TC6_TS12-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","0060TC6_TS12-949_Hybrid20231001","TC6_TS12-949_Hybrid","2023-10-13","1.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","24814","P090001947305","82296610180137963266","0105556078229","011066399936312","2023-11-01","",""
"179","006TC6_TS13-4449_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS13-4449_additional","2023-08-09","3.00","12500.00","2","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","24815","P090001944690","","0105556078229","011066386935002","2023-11-01","",""
"180","006TC6_TS14-44949_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS14-44949_additional20231001","TC6_TS14-44949_additional","2023-10-13","2.00","12500.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25795","P090001947322","","0105556078229","311076200726192","2023-10-31","",""
"181","006TC6_TS3-4999_increase20231002","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS3-4999_increase","2023-08-15","0.00","19500.00","3","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","25796","P090001947345","","0105556078229","011076301928512","2023-11-01","",""
"182","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS4-4999_additonal","2023-08-15","1.00","6000.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24694","P090001944681","","0105556078229","241066285330012","2023-10-24","",""
"183","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","2","0","0","006TC6_TS4-4999_additonal20231001","TC6_TS4-4999_additonal","2023-10-09","0.00","8500.00","4","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26225","P090001957413","","0105556078229","311076206929842","2023-10-31","",""
"184","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS4-4999_additonal20231001","TC6_TS4-4999_additonal","2023-10-09","0.00","6900.00","4","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24696","P090001948239","","0105556078229","261076202324962","2023-10-26","",""
"185","006TC6_TS5-49499_increase20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","2.00","1000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24700","P090001944682","","0105556078229","241066285531192","2023-10-24","",""
"186","006TC6_TS5-49499_increase20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","6.00","25000.00","1","90.00","0.00","90.00","0.00","0.00","","","90.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","26223","P090001957412","","0105556078229","301076206734332","2023-10-30","",""
"187","006TC6_TS5-49499_increase20231002","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","0.00","35000.00","1","40.00","0.00","40.00","0.00","0.00","","","40.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26224","P090001957467","","0105556078229","311076211929832","2023-10-31","",""
"188","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS6-49499_additional","2023-10-01","5.00","12500.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24701","P090001944683","","0105556078229","241066285732372","2023-10-24","",""
"189","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","2","0","0","006TC6_TS6-49499_additional20231001","TC6_TS6-49499_additional","2023-10-09","0.00","19500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26227","P090001957468","","0105556078229","311076212123432","2023-10-31","",""
"190","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS6-49499_additional20231001","TC6_TS6-49499_additional","2023-10-09","1.00","17450.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","26226","P090001957416","","0105556078229","301076207527822","2023-10-30","",""
"191","00600TC6_TS7-499_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS7-499_Hybrid","2023-09-01","1.00","4700.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24704","P090001944684","","0105556078229","301066285932962","2023-10-30","",""
"192","00600TC6_TS7-499_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","00600TC6_TS7-499_Hybrid20231001","TC6_TS7-499_Hybrid","2023-10-13","0.00","12500.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24705","P090001957414","","0105556078229","311076207127782","2023-10-31","",""
"193","00600TC6_TS8-499_Hybrid20231000","","","Completed","Non-E","6","","","","ยื่นเพิ่มเติม","1","0","0","00600TC6_TS8-499_Hybrid20231000","TC6_TS8-499_Hybrid","2023-10-13","0.00","12500.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24708","P090001957415","","0105556078229","311076207328962","2023-10-31","",""
"194","00600TC6_TS8-499_Hybrid20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS8-499_Hybrid","2023-09-01","1.00","4700.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24706","P090001944685","","0105556078229","301066286128772","2023-10-30","",""
"195","00600TC6_TS9-494_Hybrid20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS9-494_Hybrid","2023-04-21","3.00","9900.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24709","P090001944686","","0105556078229","301066286329952","2023-10-30","",""
"196","00700000000TC7-6463327520231001","","","Completed","E","7","","","","ยื่นปกติ","0","0","0","","","","0.00","","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","20630","P090001943054","","0105556078229","241066226528452","2023-10-24","",""
"197","00800000000TC8-6463327520231001","","","Completed","E","8","","","","ยื่นปกติ","0","0","0","","","","0.00","","1","20.00","0.00","20.00","0.00","0.00","","","20.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","20709","P090001943055","","0105556078229","241066226730362","2023-10-24","",""
"198","0910000000TC91-6463327520231001","","","Completed","Non-E","91","","","","ยื่นปกติ","0","0","0","","","","0.00","3.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","20712","P090001943056","","0105556078229","241066226932212","2023-10-24","",""
"199","0920000000TC92-6463327520231001","","","Completed","E","92","","","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","20716","P090001943057","","0105556078229","241066227128022","2023-10-24","",""
"200","27200000TC-2023-12-26-120231201","","","Completed","E","272","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","","","50.00","4542118","4542119","สม**","ดั*****ัง","888/77","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","4","2024-01-05","","","42133","P090003121519","82296612260633901490","0105556078229","101136540126352","2024-01-10","",""
